,final,min,max,avg,improvement
g_loss,28.889342098843816,28.889342098843816,74.07099121925877,35.68641152376053,60.997764950481105
d_loss,0.809803110104529,0.11840811076932395,0.809803110104529,0.6049402700683609,-423.32614819792155
adv_loss,3.6940450503892612,3.6940450503892612,6.04130241382575,4.258485716562555,29.278164803678123
ctc_loss,1.2095723518891734,1.2095723518891734,16.860936958415834,3.109513074222395,92.82618543161423
wid_loss,2.700991492293528,2.6859917724577826,11.501976933841611,4.590241105581159,76.51715433069114
recn_loss,0.31749731491265054,0.31749731491265054,0.38132353932322827,0.3320634149339087,16.738076155449594
